"Beta","CI_L","CI_H","pval","study","name","SampleID"
-0.946558563832903,-1.86714894869794,-0.0259681789678635,0.0438783561698234,"GSE131013,GSE42752","BMI","F001"
-0.450256102963895,-1.17921458544985,0.278702379522062,0.226044217048635,"GSE131013,GSE42752","NO2","F001"
-0.549449116826141,-1.60704402760273,0.508145793950453,0.308557158657254,"GSE131013,GSE42752","pm2_5","F001"
-0.00587200952356309,-1.07112889204345,1.05938487299632,0.991379903925394,"GSE131013,GSE42752","Obesity","F001"
-0.659724789459055,-1.56874705832385,0.249297479405742,0.154896262979142,"GSE131013,GSE42752","smoking","F001"
-0.472138989287622,-1.56994054500591,0.625662566430669,0.399264766859503,"GSE131013,GSE42752","MESOTRIONE","F001"
-1.07874121787735,-2.87532485980108,0.71784242404638,0.239258831108989,"GSE42752","pm10","F001"
0.994235404035094,-1.74242601554169,3.73089682361187,0.47642797234025,"GSE42752","PCB","F001"
-0.406830564402553,-1.09944614374629,0.285785014941186,0.249629656936204,"GSE131013,GSE42752","NO2","F005"
-1.23110704326116,-2.45840045125902,-0.0038136352633058,0.0492923401015374,"GSE131013,GSE42752","pm10","F005"
-0.920958423865504,-1.82978802576122,-0.0121288219697897,0.0470199163648734,"GSE131013,GSE42752","BMI","F005"
-0.279105308321116,-1.31857463943514,0.760364022792903,0.598704080975513,"GSE131013,GSE42752","pm2_5","F005"
-0.827557172494002,-1.74384489319729,0.0887305482092813,0.0766993308122992,"GSE131013,GSE42752","smoking","F005"
0.032474142163606,-1.11360784879663,1.17855613312384,0.955711909378739,"GSE131013,GSE42752","Obesity","F005"
0.432143026310668,-0.530255543112999,1.39454159573434,0.378817641842289,"GSE131013,GSE42752","MESOTRIONE","F005"
0.60067312367244,-1.11286426421063,2.31421051155551,0.492046871668989,"GSE131013,GSE42752","PCB","F005"
0.682036088091282,-0.482750612594728,1.84682278877729,0.251113536652197,"GSE131013,GSE42752","PICLORAM","F005"
0.0115737721320797,-0.906450410051405,0.929597954315564,0.980286453310646,"GSE131013,GSE42752","HEPTACHLOR","F005"
0.571763660025078,-1.04709416502043,2.19062148507058,0.488787382757919,"GSE42752","ACETOCHLOR","F005"
-0.406150818232425,-1.09862787504524,0.286326238580395,0.250326896184463,"GSE131013,GSE42752","NO2","F01"
-0.596600496885885,-1.53654676297536,0.343345769203591,0.213490818814477,"GSE131013,GSE42752","MALATHION","F01"
1.00967517096285,-0.195250744075359,2.21460108600107,0.100514586524851,"GSE131013,GSE42752","PICLORAM","F01"
-0.690712007994546,-1.72776029244717,0.346336276458082,0.191754109165758,"GSE131013,GSE42752","pm2_5","F01"
-0.827850952263488,-1.74440754712746,0.0887056426004836,0.0766811907432506,"GSE131013,GSE42752","smoking","F01"
0.546015988339953,-0.415285503142479,1.50731747982238,0.265599829284911,"GSE131013,GSE42752","MESOTRIONE","F01"
-0.721754565790975,-1.99804827568242,0.554539144100468,0.26769958798405,"GSE131013,GSE42752","METOLACHLOR","F01"
0.513561889711149,-0.875748807992685,1.90287258741498,0.468755643525699,"GSE131013,GSE42752","ACETOCHLOR","F01"
-0.532244012851582,-1.61787548266524,0.553387456962074,0.336604388408881,"GSE131013,GSE42752","HEPTACHLOR","F01"
-0.967428383971369,-1.9540175201324,0.0191607521896647,0.0546184528919307,"GSE131013,GSE42752","BMI","GW"
-1.13572555251028,-2.28427903590659,0.0128279308860388,0.0526142443386459,"GSE131013,GSE42752","pm10","GW"
-0.664135531602676,-1.74266835020722,0.414397287001869,0.22747049198887,"GSE131013,GSE42752","pm2_5","GW"
-0.903923978570204,-2.12800334635493,0.320155389214522,0.147801856094715,"GSE131013,GSE42752","Obesity","GW"
0.176429556522832,-0.831604525442293,1.18446363848796,0.731568692786742,"GSE131013,GSE42752","HEPTACHLOR","GW"
-0.229796382758999,-1.21269205378982,0.753099288271818,0.646786952539657,"GSE131013,GSE42752","coffee","GW"
0.788743128948447,-0.452998578561471,2.03048483645836,0.213149600965802,"GSE131013,GSE42752","smoking_sm13","GW"
-0.776983242190853,-1.91648336000059,0.362516875618888,0.181409617884028,"GSE131013,GSE42752","MESOTRIONE","GW"
0.230063090906526,-0.781690083919882,1.24181626573293,0.655830400470007,"GSE131013,GSE42752","ACETOCHLOR","GW"
-0.482962398228004,-1.51753260179327,0.551607805337261,0.360213363831427,"GSE131013,GSE42752","education","GW"
-0.089103549784519,-1.0578459104733,0.879638810904263,0.856936908614421,"GSE131013,GSE42752","NO2","GW"
-0.00949949072334647,-0.960912290114561,0.941913308667868,0.984386805620739,"GSE131013,GSE42752","smoking","GW"
0.408211108892885,-0.871943417218845,1.68836563500462,0.531980033947056,"GSE131013,GSE42752","PICLORAM","GW"
-0.125019181750166,-1.0935335352231,0.843495171722769,0.800269041248811,"GSE131013,GSE42752","AHEI","GW"
-0.442633824588529,-1.73294061901283,0.847672969835774,0.50135667286062,"GSE131013,GSE42752","dicamba","GW"
-0.506438242703789,-1.77661190255687,0.763735417149291,0.434526991188918,"GSE131013,GSE42752","MDS","GW"
-0.186968079873312,-1.18467493383448,0.810738774087852,0.713400505390492,"GSE131013,GSE42752","Alcohol","GW"
0.399331629486104,-1.03171105814691,1.83037431711912,0.584429016134411,"GSE42752","METOLACHLOR","GW"
0.46075331606732,-2.11608325297802,3.03758988511266,0.7259988153515,"GSE42752","PCB","GW"
0.436651739151648,-0.381172641551709,1.254476119855,0.295348037026274,"GSE131013,GSE42752","CHLORDANE","P1E5"
-0.93099658444333,-1.87532928210837,0.0133361132217154,0.0533243559687298,"GSE131013,GSE42752","BMI","P1E5"
-0.462536385421737,-1.19366407602969,0.268591305186215,0.214997492194569,"GSE131013,GSE42752","NO2","P1E5"
-1.92143370876833,-3.545293806018,-0.297573611518664,0.0203880486207949,"GSE131013,GSE42752","pm10","P1E5"
0.346557781402662,-0.664735075884404,1.35785063868973,0.501802810142965,"GSE131013,GSE42752","TOXAPHENE","P1E5"
-1.11416397548127,-2.28616391037127,0.057835959408719,0.0624280147848714,"GSE131013,GSE42752","Obesity","P1E5"
-0.309750170029845,-1.18638187751196,0.566881537452268,0.488600670696538,"GSE131013,GSE42752","ATRAZINE","P1E5"
0.127425921909927,-0.989044079441364,1.24389592326122,0.822993618705746,"GSE131013,GSE42752","A_2_4_D","P1E5"
0.816285581325775,-0.391235431673544,2.02380659432509,0.185191753123211,"GSE131013,GSE42752","PICLORAM","P1E5"
-0.0792906459241186,-1.03618245699874,0.877601165150501,0.870984633047503,"GSE131013,GSE42752","LINDANE","P1E5"
-0.0951551650214912,-1.35980649110948,1.1694961610665,0.882759456351883,"GSE131013,GSE42752","ACETOCHLOR","P1E5"
-0.397431954407054,-1.27533557377772,0.480471664963607,0.374924495861244,"GSE131013,GSE42752","smoking","P1E5"
0.368198138322682,-0.582780063760715,1.31917634040608,0.447938969033612,"GSE131013,GSE42752","MESOTRIONE","P1E5"
0.192146226822632,-0.749352220437353,1.13364467408262,0.689156277836678,"GSE131013,GSE42752","Alcohol","P1E5"
-0.325526870938819,-1.34431305383526,0.693259311957619,0.531147052190197,"GSE131013,GSE42752","dicamba","P1E5"
-0.435106169577239,-1.42558466979382,0.555372330639341,0.389243362807255,"GSE131013,GSE42752","MALATHION","P1E5"
0.240490879500489,-0.95799212429262,1.4389738832936,0.694104020407912,"GSE131013,GSE42752","birthweight","P1E5"
-0.531968584036507,-1.67076127449623,0.606824106423214,0.35989484873817,"GSE131013,GSE42752","pm2_5","P1E5"
-0.466642412382227,-1.4585078505809,0.52522302581645,0.356474733573085,"GSE131013,GSE42752","AHEI","P1E5"
-0.358835974845004,-1.59062584275408,0.872953893064068,0.56802519247914,"GSE131013,GSE42752","MDS","P1E5"
-0.571113350258502,-1.65613161626565,0.513904915748648,0.302235027041062,"GSE131013,GSE42752","GLYPHOSATE","P1E5"
-0.153359400584416,-1.16211353135697,0.855394730188142,0.765725732697967,"GSE131013,GSE42752","pm2_510","P1E5"
-0.462257356405103,-1.52588531400337,0.601370601193165,0.39432016084027,"GSE131013,GSE42752","HEPTACHLOR","P1E5"
-0.445330799735314,-1.48094285971123,0.590281260240602,0.399330323978777,"GSE131013,GSE42752","METOLACHLOR","P1E5"
0.585786614820164,-1.7461345712113,2.91770780085162,0.622472160019885,"GSE42752","PCB","P1E5"
0.295659539855509,-1.02063345741925,1.61195253713027,0.659764820872507,"GSE42752","DDT","P1E5"
